code,name,id
A98,"Other viral haemorrhagic fevers, not elsewhere classified",xCShQIW39p8
A98.0,Crimean-Congo haemorrhagic fever,cEuP2YGBHTq
A98.1,Omsk haemorrhagic fever,jX3mMaVncf6
A98.2,Kyasanur Forest disease,vbojH7fWaFd
A98.3,Marburg virus disease,OeXNmuMBQYo
A98.4,Ebola virus disease,EaKWEXLOLEo
A98.5,Haemorrhagic fever with renal syndrome,dnk5ooQV2VS
A98.8,Other specified viral haemorrhagic fevers,R3JUEj1OVe3
A99,Unspecified viral haemorrhagic fever,bqEe7fgxlMs
B00,Herpesviral [herpes simplex] infections,WoWqMjEwdij
B00.0,Eczema herpeticum,CBbMVWTwt7L
B00.1,Herpesviral vesicular dermatitis,Yj4vPpPWNv2
B00.2,Herpesviral gingivostomatitis and pharyngotonsillitis,VszfK3XOjXl
B00.3,Herpesviral meningitis,xhnq1L4JITX
B00.4,Herpesviral encephalitis,iDlayxcczkT
B00.5,Herpesviral ocular disease,cI3kzOW5zF6
B00.7,Disseminated herpesviral disease,pJygcOGF1cj
B00.8,Other forms of herpesviral infection,z26dZxWLnXU
B00.9,"Herpesviral infection, unspecified",VeHBAqpI5uq
B01,Varicella [chickenpox],XEoFvmoAEvp
B01.0,Varicella meningitis,SnbmusocINO
B01.1,Varicella encephalitis,YKiqRrSxReh
B01.2,Varicella pneumonia,RiUpn1AOkTe
B01.8,Varicella with other complications,tzWYhwlFErE
B01.9,Varicella without complication,NYgpeisSASb
B02,Zoster [herpes zoster],elKFaj0eIBK
B02.0,Zoster encephalitis,CVCIIyQUbPq
B02.1,Zoster meningitis,o74JFRCygdQ
B02.2,Zoster with other nervous system involvement,YgwWN4tyBtC
B02.3,Zoster ocular disease,omk7dDPJ77y
B02.7,Disseminated zoster,cjVaZv6NAUx
B02.8,Zoster with other complications,pHKjS0gNv1V
B02.9,Zoster without complication,W61V9WLVaM9
B03,Smallpox,ib1fB8NUtOg
B04,Monkeypox,gNWdzP9egkL
B05,Measles,ra1WE5Y79M6
B05.0,Measles complicated by encephalitis,ly9KTG2ct1S
B05.1,Measles complicated by meningitis,ZuQwNsba9Hg
B05.2,Measles complicated by pneumonia,SymT0D3KigG
B05.3,Measles complicated by otitis media,s8HKXCvhJQd
B05.4,Measles with intestinal complications,HH91pNoYGVn
B05.8,Measles with other complications,D6wH3YrCDGC
B05.9,Measles without complication,Jesqllzbcrv
B06,Rubella [German measles],yu0QjdcsEDj
B06.0,Rubella with neurological complications,dCLYHSGeEXQ
B06.8,Rubella with other complications,maz9tt1GJym
B06.9,Rubella without complication,MjCnllQQRfF
B07,Viral warts,K4aAp7fcPPs
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",dTr4VMoXl8q
B08.0,Other orthopoxvirus infections,f93ngNxuSZV
B08.1,Molluscum contagiosum,qy0h0ZNPja5
B08.2,Exanthema subitum [sixth disease],wXRJt8vFsgL
B08.3,Erythema infectiosum [fifth disease],ovuJ4DJDFGc
B08.4,Enteroviral vesicular stomatitis with exanthem,ABsiknb52R9
B08.5,Enteroviral vesicular pharyngitis,wY5u7Vy6uMX
B08.8,Other specified viral infections characterized by skin and mucous membrane lesions,PAenUtNHs03
B09,Unspecified viral infection characterized by skin and mucous membrane lesions,k3aKZuA253s
B15,Acute hepatitis A,etqJuMRkZYI
B15.0,Hepatitis A with hepatic coma,ZtXiO5m6kTp
B15.9,Hepatitis A without hepatic coma,vqQRHVizZLP
B16,Acute hepatitis B,ukaGKCgDchL
B16.0,Acute hepatitis B with delta-agent (coinfection) with hepatic coma,SmET69yNJOH
B16.1,Acute hepatitis B with delta-agent (coinfection) without hepatic coma,m2tWgFzJrWR
B16.2,Acute hepatitis B without delta-agent with hepatic coma,oDxCENqb509
B16.9,Acute hepatitis B without delta-agent and without hepatic coma,CK7pjQUMIhC
B17,Other acute viral hepatitis,mTqQNbBZcGi
B17.0,Acute delta-(super)infection of hepatitis B carrier,XqS4zEY0we2
B17.1,Acute hepatitis C,mx4IbW1jgYh
B17.2,Acute hepatitis E,vMOX3B9SKL5
B17.8,Other specified acute viral hepatitis,FarYvUKzdaX
B17.9,"Acute viral hepatitis, unspecified",qMVDAonZpwm
B18,Chronic viral hepatitis,kfbh4uGoEcz
B18.0,Chronic viral hepatitis B with delta-agent,VMVtonjEfDB
B18.1,Chronic viral hepatitis B without delta-agent,sEQTGF7HSKH
B18.2,Chronic viral hepatitis C,AjfRsktrbSG
B18.8,Other chronic viral hepatitis,zf1idhcTZTG
B18.9,"Chronic viral hepatitis, unspecified",LoDyyGoupX1
B19,Unspecified viral hepatitis,nYlVPNjIupf
B19.0,Unspecified viral hepatitis with hepatic coma,alg573etdzT
B19.9,Unspecified viral hepatitis without hepatic coma,ek7JyJNWQd4
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,Bilz9r76MEu
B20.0,HIV disease resulting in mycobacterial infection,cp5DbdkSe3i
B20.1,HIV disease resulting in other bacterial infections,fYYrxYq3ZLZ
B20.2,HIV disease resulting in cytomegaloviral disease,C9hy9w4QCBr
B20.3,HIV disease resulting in other viral infections,F1wlqSepUFx
B20.4,HIV disease resulting in candidiasis,FuDb67W7ntT
B20.5,HIV disease resulting in other mycoses,lTZcHTdBZLG
B20.6,HIV disease resulting in Pneumocystis jirovecii pneumonia,U23IVU4fAKb
B20.7,HIV disease resulting in multiple infections,RK55LONK0oS
B20.8,HIV disease resulting in other infectious and parasitic diseases,mXXYsv2nOe5
B20.9,HIV disease resulting in unspecified infectious or parasitic disease,uWa1kq5JmRe
B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,t9iUiBxoYlx
B21.0,HIV disease resulting in Kaposi sarcoma,oEdHs8HAJz7
B21.1,HIV disease resulting in Burkitt lymphoma,kv2cNN5rxGS
B21.2,HIV disease resulting in other types of non-Hodgkin lymphoma,bIqwKJwiaWu
B21.3,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue",jcvqGmBtnCl
B21.7,HIV disease resulting in multiple malignant neoplasms,lQnGKa1q2R1
B21.8,HIV disease resulting in other malignant neoplasms,eOrXpirNsjj
B21.9,HIV disease resulting in unspecified malignant neoplasm,b7NmtdBJGI2
B22,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,aXcMXfVze4T
B22.0,HIV disease resulting in encephalopathy,GENYNfhCvYK
B22.1,HIV disease resulting in lymphoid interstitial pneumonitis,K1BY4N2GEkK
B22.2,HIV disease resulting in wasting syndrome,y4SUCRnGtpZ
B22.7,HIV disease resulting in multiple diseases classified elsewhere,U7xUaQ5cu6d
B23,Human immunodeficiency virus [HIV] disease resulting in other conditions,YDP4X8pS67U
B23.0,Acute HIV infection syndrome,mZ6ZaWYeMLZ
B23.1,HIV disease resulting in (persistent) generalized lymphadenopathy,KUh5kG7OmSf
B23.2,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified",G9hYuiTOzzc
B23.8,HIV disease resulting in other specified conditions,uZLDw0Npg6V
B24,Unspecified human immunodeficiency virus [HIV] disease,zzWGBh94ruO
B25,Cytomegaloviral disease,GTeFPM1U8e8
B25.0,Cytomegaloviral pneumonitis,FVSHqhTLCZf
B25.1,Cytomegaloviral hepatitis,HTQNDB5c9nF
B25.2,Cytomegaloviral pancreatitis,L7R4efQZILK
B25.8,Other cytomegaloviral diseases,Uxz5180xg1I
B25.9,"Cytomegaloviral disease, unspecified",lb7KK7NSlVW
B26,Mumps,CgyeAIXuaH3
B26.0,Mumps orchitis,GLbyin8GGBS
B26.1,Mumps meningitis,rAaxDKbsQaE
B26.2,Mumps encephalitis,pusRylAg8dA
B26.3,Mumps pancreatitis,OpTi1EnO3n2
B26.8,Mumps with other complications,DVYVMBODx1l
B26.9,Mumps without complication,sDXfTyXhnYD
B27,Infectious mononucleosis,aDW6eOxuZNH
B27.0,Gammaherpesviral mononucleosis,t5XwLqX9G4b
B27.1,Cytomegaloviral mononucleosis,mhAiVcXMi36
B27.8,Other infectious mononucleosis,lEzI4YnpKtV
B27.9,"Infectious mononucleosis, unspecified",uMLGnilx4ck
B30,Viral conjunctivitis,WksCyX3GT9k
B30.0,Keratoconjunctivitis due to adenovirus,YsMsl0Kuefy
B30.1,Conjunctivitis due to adenovirus,yl5WWQLGVSM
B30.2,Viral pharyngoconjunctivitis,IcgIb1z8XDl
B30.3,Acute epidemic haemorrhagic conjunctivitis (enteroviral),McOhTRlLbUK
B30.8,Other viral conjunctivitis,TCDvtIyaJ4u
B30.9,"Viral conjunctivitis, unspecified",y5bqH09EQAr
B33,"Other viral diseases, not elsewhere classified",uQSfOihlxA7
B33.0,Epidemic myalgia,h7LCQzUpoiG
B33.1,Ross River disease,q5XiH91ILzJ
B33.2,Viral carditis,xX4Ky78N57g
B33.3,"Retrovirus infections, not elsewhere classified",l4c1Hy34mgS
B33.4,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS],tcIqYOiFXCq
B33.8,Other specified viral diseases,pTfFLgPJ3D9
B34,Viral infection of unspecified site,LonRz3IZrwN
B34.0,"Adenovirus infection, unspecified site",resB5CijmoU
B34.1,"Enterovirus infection, unspecified site",iMQi6y78kvO
B34.2,"Coronavirus infection, unspecified site",MWNQ9hMjD7y
B34.3,"Parvovirus infection, unspecified site",SDInTHlaf3v
B34.4,"Papovavirus infection, unspecified site",mdpr7CqD46e
B34.8,Other viral infections of unspecified site,m0KLQgLxUJX
B34.9,"Viral infection, unspecified",VPOeo9VPzZQ
B35,Dermatophytosis,qctc8iFJ3oV
B35.0,Tinea barbae and tinea capitis,auZNn0KJWMs
B35.1,Tinea unguium,Qm6pZekE8a1
B35.2,Tinea manuum,n7t2YQfwOC7
B35.3,Tinea pedis,BjZ5O0FWE2h
B35.4,Tinea corporis,RFRKxb6iFBo
B35.5,Tinea imbricata,jzrnelgVr4v
B35.6,Tinea inguinalis [Tinea cruris],uEWAgjxw4Wp
B35.8,Other dermatophytoses,yW1DuYxbl8e
B35.9,"Dermatophytosis, unspecified",CW5gtJW5lg3
B36,Other superficial mycoses,pCDOdAEqERw
B36.0,Pityriasis versicolor,WvtHxeKPEjO
B36.1,Tinea nigra,SUio5e2hBih
B36.2,White piedra,wfN3Qj3dVL8
B36.3,Black piedra,FwqU2G1F2QC
B36.8,Other specified superficial mycoses,jHbKuoQGxqS
B36.9,"Superficial mycosis, unspecified",wT2lnoGrUxK
B37,Candidiasis,zw5L2VxDtnq
B37.0,Candidal stomatitis,XUt9kOH6rsS
B37.1,Pulmonary candidiasis,YFKxtptJ8wE
B37.2,Candidiasis of skin and nail,rOM7eSMg2VM
B37.3,Candidiasis of vulva and vagina,mLVRY0AmK46
B37.4,Candidiasis of other urogenital sites,GTAPorzqukE
B37.5,Candidal meningitis,IZtCG01qtGh
B37.6,Candidal endocarditis,FsUn348BF4C
B37.7,Candidal sepsis,aR8IDrDmBaJ
B37.8,Candidiasis of other sites,SHzuJUxC3JS
B37.9,"Candidiasis, unspecified",bWGs6CPAYxx
B38,Coccidioidomycosis,SUmi4VO5SSG
B38.0,Acute pulmonary coccidioidomycosis,ykagnvQgX1A
B38.1,Chronic pulmonary coccidioidomycosis,thd2UNpSXWM
B38.2,"Pulmonary coccidioidomycosis, unspecified",aXOwXdF071Z
B38.3,Cutaneous coccidioidomycosis,T3aXlzXh0BS
B38.4,Coccidioidomycosis meningitis,k15dApSmbT7
B38.7,Disseminated coccidioidomycosis,lW9rOsAuxoo
B38.8,Other forms of coccidioidomycosis,VtH6NijwDsU
B38.9,"Coccidioidomycosis, unspecified",hRl36BBNti4
B39,Histoplasmosis,lPKQCf4Uuk3
B39.0,Acute pulmonary histoplasmosis capsulati,lkKhZlmvKno
B39.1,Chronic pulmonary histoplasmosis capsulati,r6y9n3cB7wU
B39.2,"Pulmonary histoplasmosis capsulati, unspecified",t7Lx68v5kUg
B39.3,Disseminated histoplasmosis capsulati,vKC5yBsDD6z
B39.4,"Histoplasmosis capsulati, unspecified",XlendqrBuGm
B39.5,Histoplasmosis duboisii,k908qw1771w
B39.9,"Histoplasmosis, unspecified",TRz9PcteILE
B40,Blastomycosis,WZCbkTPjEoe
B40.0,Acute pulmonary blastomycosis,CUyav43XHsx
B40.1,Chronic pulmonary blastomycosis,pjqWdaBzOi2
B40.2,"Pulmonary blastomycosis, unspecified",rZVMQSBfxDk
B40.3,Cutaneous blastomycosis,JdqldPybkAW
B40.7,Disseminated blastomycosis,ZUq9TVIai4e
B40.8,Other forms of blastomycosis,PjuB7eLNDIz
B40.9,"Blastomycosis, unspecified",vdjTEugYEhQ
B41,Paracoccidioidomycosis,cP0VHLXZ9A4
B41.0,Pulmonary paracoccidioidomycosis,BOZRFTxXR2Z
B41.7,Disseminated paracoccidioidomycosis,s2ABqQ9LNmw
B41.8,Other forms of paracoccidioidomycosis,es1UCAudFku
B41.9,"Paracoccidioidomycosis, unspecified",ziPA1DPNfQO
B42,Sporotrichosis,oRBBhCeKUZn
B42.0,Pulmonary sporotrichosis,JIflsqntIPC
B42.1,Lymphocutaneous sporotrichosis,vkafddG1jl3
B42.7,Disseminated sporotrichosis,mAVMtpWmhlY
B42.8,Other forms of sporotrichosis,OEbLDUTxELj
B42.9,"Sporotrichosis, unspecified",obLFPesB7KS
B43,Chromomycosis and phaeomycotic abscess,xn0cLUZ7IVA
B43.0,Cutaneous chromomycosis,E6HOcwfUXpf
B43.1,Phaeomycotic brain abscess,q58bizEEboP
B43.2,Subcutaneous phaeomycotic abscess and cyst,t5mg1ZLSOIS
B43.8,Other forms of chromomycosis,usYwYRVRJ8e
B43.9,"Chromomycosis, unspecified",aJMB0pJHYEJ
B44,Aspergillosis,t98gTuYNoVJ
B44.0,Invasive pulmonary aspergillosis,OG5mKCULi5A
B44.1,Other pulmonary aspergillosis,UnVdwsF8yPA
B44.2,Tonsillar aspergillosis,S5FBR9f1hYX
B44.7,Disseminated aspergillosis,TRkF7rQKXd8
B44.8,Other forms of aspergillosis,RtvSgv1BNdo
B44.9,"Aspergillosis, unspecified",y3ZDyY3e0eK
B45,Cryptococcosis,zWTVu2yDJdg
B45.0,Pulmonary cryptococcosis,HFqUlAhNKpU
B45.1,Cerebral cryptococcosis,HcY1lS32xk0
B45.2,Cutaneous cryptococcosis,pYeTwzhwjqg
B45.3,Osseous cryptococcosis,LH4JCCgxwfx
B45.7,Disseminated cryptococcosis,o7obPc44LPj
B45.8,Other forms of cryptococcosis,LX33VBc7jLf
B45.9,"Cryptococcosis, unspecified",T8MiCtI1f3a
B46,Zygomycosis,IVLx7Wtaad6
B46.0,Pulmonary mucormycosis,Yf94iI0HtF3
B46.1,Rhinocerebral mucormycosis,zL9hEBZwHci
B46.2,Gastrointestinal mucormycosis,CCzZktsrAYM
B46.3,Cutaneous mucormycosis,FjbsETtj46v
B46.4,Disseminated mucormycosis,Dejr1J5Bp8m
B46.5,"Mucormycosis, unspecified",bEldYAU37hM
B46.8,Other zygomycoses,Sn2qTe9iQ0r
B46.9,"Zygomycosis, unspecified",Bk5RtjODe9T
B47,Mycetoma,VlA22txQlio
B47.0,Eumycetoma,BnyDAJjJhDj
B47.1,Actinomycetoma,wKXoEKizGjY
B47.9,"Mycetoma, unspecified",WUEJJ2MiS1n
B48,"Other mycoses, not elsewhere classified",UMzuhUUvzj3
B48.0,Lobomycosis,BrSUTNzCqvl
B48.1,Rhinosporidiosis,OyOxK2xPOUB
B48.2,Allescheriasis,ak3wGMXoitL
B48.3,Geotrichosis,GeA5o3WueZl
B48.4,Penicillosis,o6CjYulnr4e
B48.7,Opportunistic mycoses,EGyoaAGsWaZ
B48.8,Other specified mycoses,gCnramLFyqv
B49,Unspecified mycosis,UbGwGmeHFBk
B50,Plasmodium falciparum malaria,t0uWPOyLTfD
B50.0,Plasmodium falciparum malaria with cerebral complications,f6OTxy1s6Ax
B50.8,Other severe and complicated Plasmodium falciparum malaria,RL1HM5TZJYX
B50.9,"Plasmodium falciparum malaria, unspecified",jo5pOfgKvmF
B51,Plasmodium vivax malaria,efYaddYmUmx
B51.0,Plasmodium vivax malaria with rupture of spleen,BQXLmQA1yRi
B51.8,Plasmodium vivax malaria with other complications,OXD5SHUIqyW
B51.9,Plasmodium vivax malaria without complication,GGqTlQ05hwn
B52,Plasmodium malariae malaria,IMDs6o3l6Pl
B52.0,Plasmodium malariae malaria with nephropathy,rjZxGjeD7Gi
B52.8,Plasmodium malariae malaria with other complications,diEiowX2Bdi
B52.9,Plasmodium malariae malaria without complication,cDf5143tgcQ
B53,Other parasitologically confirmed malaria,IvDNwq06YMc
B53.0,Plasmodium ovale malaria,jS8VvZKxgsm
B53.1,Malaria due to simian plasmodia,ivNrMWAu2sp
B53.8,"Other parasitologically confirmed malaria, not elsewhere classified",p9wDK47wypI
B54,Unspecified malaria,fBlgmMAzs2J
B55,Leishmaniasis,Va4xwjAxdNa
B55.0,Visceral leishmaniasis,dD8OBAzmFyQ
B55.1,Cutaneous leishmaniasis,myq1rWAQPye
B55.2,Mucocutaneous leishmaniasis,BmYMxOVC3gi
B55.9,"Leishmaniasis, unspecified",MaPzIs0pJgg
B56,African trypanosomiasis,dt0dF428Oa0
B56.0,Gambiense trypanosomiasis,dVsW3Kv7N2w
B56.1,Rhodesiense trypanosomiasis,avGnv56wqSj
B56.9,"African trypanosomiasis, unspecified",IPSAhitHjcI
B57,Chagas disease,Kzi6uUevlhw
B57.0,Acute Chagas disease with heart involvement,IaCcN3bLCjR
B57.1,Acute Chagas disease without heart involvement,FysWIfAsJBL
B57.2,Chagas disease (chronic) with heart involvement,ijoRbVoqCW0
B57.3,Chagas disease (chronic) with digestive system involvement,SqjDKoO4BqS
B57.4,Chagas disease (chronic) with nervous system involvement,VMCgh0R1fcT
B57.5,Chagas disease (chronic) with other organ involvement,RW5FP12aaoQ
B58,Toxoplasmosis,MKmWBn3cOWR
B58.0,Toxoplasma oculopathy,u9r9h4Hq4tZ
B58.1,Toxoplasma hepatitis,lW6v0tyUx3d
B58.2,Toxoplasma meningoencephalitis,UsCwMmU2mnC
B58.3,Pulmonary toxoplasmosis,OoVaZ37TBI0
B58.8,Toxoplasmosis with other organ involvement,OdCXStmqo6t
B58.9,"Toxoplasmosis, unspecified",MWaNXBU9RyB
B59,Pneumocystosis,fqYhXn4fhwm
B60,"Other protozoal diseases, not elsewhere classified",KrRRqQqakni
B60.0,Babesiosis,w4qgGWsdD5M
B60.1,Acanthamoebiasis,JHAAmC29Pah
B60.2,Naegleriasis,oJMy1Sg6YXS
B60.8,Other specified protozoal diseases,f8BiaBV8oyG
B64,Unspecified protozoal disease,xMjte2bclBk
B65,Schistosomiasis [bilharziasis],ls2hbN9p3ef
B65.0,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],dEgbGp7PsU0
B65.1,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis],UTZIabNfYWj
B65.2,Schistosomiasis due to Schistosoma japonicum,SSGsuoano1j
B65.3,Cercarial dermatitis,zGrxhWhYx4O
B65.8,Other schistosomiases,AXwGhGxufrx
B65.9,"Schistosomiasis, unspecified",QOjNp9DMNDE
B66,Other fluke infections,Hgk83T4KxrZ
B66.0,Opisthorchiasis,fnSN021O1SJ
B66.1,Clonorchiasis,t3mrw86a4ve
B66.2,Dicrocoeliasis,Few38OlLgta
B66.3,Fascioliasis,g7FLwXCIaPw
B66.4,Paragonimiasis,BOkfZa7nxeN
B66.5,Fasciolopsiasis,U8QQfe3OMfh
B66.8,Other specified fluke infections,WhFRrKjY9aj
B66.9,"Fluke infection, unspecified",hdU1SBmGreG
B67,Echinococcosis,EMmurfOHmyg
B67.0,Echinococcus granulosus infection of liver,L7HiakK723s
B67.1,Echinococcus granulosus infection of lung,KM5G4ThtkcW
B67.2,Echinococcus granulosus infection of bone,x9LXFuqz07l
B67.3,"Echinococcus granulosus infection, other and multiple sites",Iwuc35WyERi
B67.4,"Echinococcus granulosus infection, unspecified",nUituqdhJvU
B67.5,Echinococcus multilocularis infection of liver,jzboLu8j2ve
B67.6,"Echinococcus multilocularis infection, other and multiple sites",BDQ9WeqvDn3
B67.7,"Echinococcus multilocularis infection, unspecified",FLO9KtMjALI
B67.8,"Echinococcosis, unspecified, of liver",Ex3NansGs9x
B67.9,"Echinococcosis, other and unspecified",D3PZDv53BqM
B68,Taeniasis,GM7kA7pHq12
B68.0,Taenia solium taeniasis,RCka5m2TsKg
B68.1,Taenia saginata taeniasis,h8BQehZ5Sfa
B68.9,"Taeniasis, unspecified",PhuXe5ct0q8
B69,Cysticercosis,NhdkhPX1hq5
B69.0,Cysticercosis of central nervous system,xsUvMHZf6lM
B69.1,Cysticercosis of eye,SZgnOf8RvY4
B69.8,Cysticercosis of other sites,fAybIrTGL6e
B69.9,"Cysticercosis, unspecified",Itb8Fb0Uahw
B70,Diphyllobothriasis and sparganosis,FdTdaFih4zq
B70.0,Diphyllobothriasis,mt7S3XDenM7
B70.1,Sparganosis,d1oiUljdQhK
B71,Other cestode infections,UM81jT3tNtR
B71.0,Hymenolepiasis,n6cbEINksv0
B71.1,Dipylidiasis,tqO8gCKaQsO
B71.8,Other specified cestode infections,zysGMqMdOM8
B71.9,"Cestode infection, unspecified",Ox3GETVCgdR
B72,Dracunculiasis,ylbKBTvZkNm
B73,Onchocerciasis,N9E3YWrTo9f
B74,Filariasis,Vvr6H2S46Ql
B74.0,Filariasis due to Wuchereria bancrofti,p42jfISqyn8
B74.1,Filariasis due to Brugia malayi,jGktoIDNf75
B74.2,Filariasis due to Brugia timori,ExEa9t94Rs0
B74.3,Loiasis,Cmb2k4FIqCa
B74.4,Mansonelliasis,YhpqXrC271r
B74.8,Other filariases,lwieNnppTdO
B74.9,"Filariasis, unspecified",zKYACeeEkvt
B75,Trichinellosis,pvNHIvSgz7O
B76,Hookworm diseases,XIr9ewtA9Z3
B76.0,Ancylostomiasis,CWNUVrjTHJW
B76.1,Necatoriasis,CWyeb2ZuUaN
B76.8,Other hookworm diseases,oJuB60lBTfV
B76.9,"Hookworm disease, unspecified",rtZij8QNTSE
B77,Ascariasis,hPYbyPCSECw
B77.0,Ascariasis with intestinal complications,LT5h6MN6PuI
B77.8,Ascariasis with other complications,B7wWTUPxyhD
B77.9,"Ascariasis, unspecified",kVlKD5ppjEp
B78,Strongyloidiasis,nDHfUml0emo
B78.0,Intestinal strongyloidiasis,bFFPwQ1t7ou
B78.1,Cutaneous strongyloidiasis,XOpoI3ROgUu
B78.7,Disseminated strongyloidiasis,lpgLTHuJpC9
B78.9,"Strongyloidiasis, unspecified",pNpicYSFBsn
B79,Trichuriasis,fMfya9D9IdP
B80,Enterobiasis,nSszi8hH3PU
B81,"Other intestinal helminthiases, not elsewhere classified",cL76o0LQ2VZ
B81.0,Anisakiasis,EnGcJWUDQxx
B81.1,Intestinal capillariasis,ZuDdyiHb3CG
B81.2,Trichostrongyliasis,uiUEl08g6sa
B81.3,Intestinal angiostrongyliasis,C1E2w7zeT1d
B81.4,Mixed intestinal helminthiases,wNi7vtRcmRq
B81.8,Other specified intestinal helminthiases,xtngs6RQuNb
B82,Unspecified intestinal parasitism,dchFN9hctZD
B82.0,"Intestinal helminthiasis, unspecified",flIZ6LgsmPU
B82.9,"Intestinal parasitism, unspecified",NNoUXKCJIJ9
B83,Other helminthiases,ghbhiiAz1al
B83.0,Visceral larva migrans,gsR6F3D6w0J
B83.1,Gnathostomiasis,kgxpbevVBY1
B83.2,Angiostrongyliasis due to Parastrongylus cantonensis,VmZWub6qqPk
B83.3,Syngamiasis,Q7USMr5SxzG
B83.4,Internal hirudiniasis,KXwvuApxtw0
B83.8,Other specified helminthiases,wTsDolytlTO
B83.9,"Helminthiasis, unspecified",pyfW7KhVKFr
B85,Pediculosis and phthiriasis,Y0h4gnk1NUD
B85.0,Pediculosis due to Pediculus humanus capitis,v5bOr2kvrrR
B85.1,Pediculosis due to Pediculus humanus corporis,nMXmFPXPd8g
B85.2,"Pediculosis, unspecified",DbssUhuCZmL
B85.3,Phthiriasis,qlw2MIwgbmP
B85.4,Mixed pediculosis and phthiriasis,mAgeM9Lxgcq
B86,Scabies,W4HUEf9F854
B87,Myiasis,pW7KkJS4YRb
B87.0,Cutaneous myiasis,xFSewFIbc5m
B87.1,Wound myiasis,r08MZYFKF12
B87.2,Ocular myiasis,Hq7PDQMwKEg
B87.3,Nasopharyngeal myiasis,B3ZjaKJ5CjC
B87.4,Aural myiasis,tnHryWwd9ec
B87.8,Myiasis of other sites,pIeRFEOXqWt
B87.9,"Myiasis, unspecified",eJHMEuIA5pP
B88,Other infestations,L5QIs4VQu7n
B88.0,Other acariasis,ecgHTuTmhDw
B88.1,Tungiasis [sandflea infestation],X3dx3nP3NZA
B88.2,Other arthropod infestations,vIWfNvxiprV
B88.3,External hirudiniasis,eUr9uIvCGxD
B88.8,Other specified infestations,ubf9s864UlR
B88.9,"Infestation, unspecified",sxHXLYlQ40L
B89,Unspecified parasitic disease,cBGqqVeOtXx
B90,Sequelae of tuberculosis,UxZ83S1fbZc
B90.0,Sequelae of central nervous system tuberculosis,KX33ULCJHYf
B90.1,Sequelae of genitourinary tuberculosis,UNhn4a84Osd
B90.2,Sequelae of tuberculosis of bones and joints,yN2ve88QwB3
B90.8,Sequelae of tuberculosis of other organs,Y5HmwmySJwC
B90.9,Sequelae of respiratory and unspecified tuberculosis,eXFOK3iccPa
B91,Sequelae of poliomyelitis,JtAwix8r9ct
B92,Sequelae of leprosy,AEDCSFXmFwd
B94,Sequelae of other and unspecified infectious and parasitic diseases,mRCMYgLCNKM
B94.0,Sequelae of trachoma,XaW5EGeshEm
B94.1,Sequelae of viral encephalitis,g5vPaEjOIqh
B94.2,Sequelae of viral hepatitis,SfxyVc9ZoEq
B94.8,Sequelae of other specified infectious and parasitic diseases,rlt5olWUG1J
B94.9,Sequelae of unspecified infectious or parasitic disease,amvneX8t0sf
B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,CODctxtXJq0
B95.0,"Streptococcus, group A, as the cause of diseases classified to other chapters",aImjVVSZrEU
B95.1,"Streptococcus, group B, as the cause of diseases classified to other chapters",tPKqYiHGF6Y
